Nome,Comandante,Cor,Custo,Tipo,Subtipo,Preco_USD,EDHREC_Rank,Deck
Headless Rider,0,B,3,Creature,Zombie,2.95,2349,WhiteSmoke
Hordewing Skaab,0,U,5,Creature,Zombie Horror,9.6,3019,WhiteSmoke
Island,0,U,0,Basic Land,Island,N/A,N/A,WhiteSmoke
Island,0,U,0,Basic Land,Island,N/A,N/A,WhiteSmoke
Lazotep Plating,0,U,2,Instant,N/A,0.43,2041,WhiteSmoke
Lich Lord of Unx,0,BU,3,Creature,Zombie Wizard,4.55,9199,WhiteSmoke
"Liliana, Untouched by Death",0,B,4,Legendary Planeswalker,Liliana,2.81,5906,WhiteSmoke
Lord of the Accursed,0,B,3,Creature,Zombie,0.27,1585,WhiteSmoke
Lord of the Undead,0,B,3,Creature,Zombie,17.59,3067,WhiteSmoke
Lost Monarch of Ifnir,0,B,4,Creature,Zombie Noble,0.92,6509,WhiteSmoke
Midnight Reaper,0,B,3,Creature,Zombie Knight,0.3,727,WhiteSmoke
"Mikaeus, the Unhallowed",0,B,6,Legendary Creature,Zombie Cleric,9.49,1129,WhiteSmoke
Morphic Pool,0,BU,0,Land,N/A,14.44,123,WhiteSmoke
Mortuary Mire,0,B,0,Land,N/A,0.2,576,WhiteSmoke
Murderous Rider // Swift End,0,B,3,Creature,Zombie Knight // Instant — Adventure,0.58,1293,WhiteSmoke
Myriad Landscape,0,Incolor,0,Land,N/A,N/A,21,WhiteSmoke
Necroduality,0,U,4,Enchantment,N/A,11.8,2654,WhiteSmoke
Noxious Ghoul,0,B,5,Creature,Zombie,4.88,3622,WhiteSmoke
Open the Graves,0,B,5,Enchantment,N/A,0.55,2936,WhiteSmoke
Overcharged Amalgam,0,U,4,Creature,Zombie Horror,0.22,3334,WhiteSmoke
Patchwork Banner,0,Incolor,3,Artifact,N/A,4.66,492,WhiteSmoke
Phyrexian Altar,0,Incolor,3,Artifact,N/A,41.4,283,WhiteSmoke
Plague Belcher,0,B,3,Creature,Zombie Beast,1.95,3036,WhiteSmoke
Prophet of the Scarab,0,U,5,Creature,Zombie Wizard,0.25,7420,WhiteSmoke
Relentless Dead,0,B,2,Creature,Zombie,15.98,4272,WhiteSmoke
Rise of the Dread Marn,0,B,3,Instant,N/A,0.46,3854,WhiteSmoke
Rooftop Storm,0,U,6,Enchantment,N/A,3.04,1779,WhiteSmoke
Rot Hulk,0,B,7,Creature,Zombie,23.63,6344,WhiteSmoke
Secluded Courtyard,0,Incolor,0,Land,N/A,0.2,212,WhiteSmoke
Shipwreck Marsh,0,BU,0,Land,N/A,3.13,216,WhiteSmoke
"Sidisi, Undead Vizier",0,B,5,Legendary Creature,Zombie Snake,5.71,1870,WhiteSmoke
Sink into Stupor // Soporific Springs,0,U,3,Instant // Land,N/A,7.83,479,WhiteSmoke
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,WhiteSmoke
Soured Springs,0,BU,0,Land,Desert,0.18,6321,WhiteSmoke
Spymaster's Vault,0,B,0,Land,N/A,0.91,1935,WhiteSmoke
Sunken Hollow,0,BU,0,Land,Island Swamp,N/A,82,WhiteSmoke
Sunken Ruins,0,BU,0,Land,N/A,20.98,1430,WhiteSmoke
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,WhiteSmoke
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,WhiteSmoke
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,WhiteSmoke
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,WhiteSmoke
Tainted Isle,0,BU,0,Land,N/A,0.3,457,WhiteSmoke
Talisman of Dominance,0,BU,2,Artifact,N/A,1.12,94,WhiteSmoke
Temple of Deceit,0,BU,0,Land,N/A,0.23,260,WhiteSmoke
Three Tree City,0,Incolor,0,Legendary Land,N/A,25.67,429,WhiteSmoke
Training Grounds,0,U,1,Enchantment,N/A,4.71,1094,WhiteSmoke
Unclaimed Territory,0,Incolor,0,Land,N/A,0.24,192,WhiteSmoke
Undead Augur,0,B,2,Creature,Zombie Wizard,0.31,1484,WhiteSmoke
Undead Warchief,0,B,4,Creature,Zombie,15.18,2301,WhiteSmoke
Undercity Sewers,0,BU,0,Land,Island Swamp,21.75,736,WhiteSmoke
Underground River,0,BU,0,Land,N/A,2.48,183,WhiteSmoke
Unholy Grotto,0,B,0,Land,N/A,9.66,3302,WhiteSmoke
Vengeful Dead,0,B,4,Creature,Zombie,1.19,4171,WhiteSmoke
Vizier of the Scorpion,0,B,3,Creature,Zombie Wizard,0.19,5619,WhiteSmoke
Waterfront District,0,BU,0,Land,N/A,0.09,4807,WhiteSmoke
Watery Grave,0,BU,0,Land,Island Swamp,15.99,58,WhiteSmoke
"Wilhelt, the Rotcleaver",0,BU,4,Legendary Creature,Zombie Warrior,15.94,2038,WhiteSmoke
Witch's Cottage,0,B,0,Land,Swamp,0.97,774,WhiteSmoke
Withering Torment,0,B,3,Instant,N/A,1.76,832,WhiteSmoke
Zombie Master,0,B,3,Creature,Zombie,N/A,3021,WhiteSmoke
"Zul Ashur, Lich Lord",0,B,2,Legendary Creature,Zombie Warlock,3.22,5408,WhiteSmoke
Edgar Markov,1,BRW,6,Legendary Creature,Vampire Knight,38.5,3228,ahsouza
All Will Be One,0,R,5,Enchantment,N/A,10.72,1230,ahsouza
Anguished Unmaking,0,BW,3,Instant,N/A,N/A,168,ahsouza
Arcane Signet,0,Incolor,2,Artifact,N/A,1.0,3,ahsouza
Baron Bertram Graywater,0,BW,4,Legendary Creature,Vampire Noble,0.22,5001,ahsouza
Bartolomé del Presidio,0,BW,2,Legendary Creature,Vampire Knight,0.11,1697,ahsouza
Battlefield Forge,0,RW,0,Land,N/A,1.0,150,ahsouza
Black Market Connections,0,B,3,Enchantment,N/A,11.91,162,ahsouza
Blood Artist,0,B,2,Creature,Vampire,1.36,146,ahsouza
Bloodletter of Aclazotz,0,B,4,Creature,Vampire Demon,33.39,951,ahsouza
Bloodline Keeper // Lord of Lineage,0,B,4,Creature,Vampire // Creature — Vampire,9.03,2462,ahsouza
Bloodlord of Vaasgoth,0,B,5,Creature,Vampire Warrior,1.5,6521,ahsouza
Bontu's Monument,0,Incolor,3,Legendary Artifact,N/A,6.43,655,ahsouza
Butcher of Malakir,0,B,7,Creature,Vampire Warrior,0.22,905,ahsouza
Captivating Vampire,0,B,3,Creature,Vampire,2.58,2438,ahsouza
"Carmen, Cruel Skymarcher",0,BW,5,Legendary Creature,Vampire Soldier,3.8,2628,ahsouza
Cathars' Crusade,0,W,5,Enchantment,N/A,4.6,551,ahsouza
Cavern of Souls,0,Incolor,0,Land,N/A,36.9,112,ahsouza
Caves of Koilos,0,BW,0,Land,N/A,1.0,120,ahsouza
Champion of Dusk,0,B,5,Creature,Vampire Knight,0.13,2760,ahsouza
Charismatic Conqueror,0,W,2,Creature,Vampire Soldier,17.0,1134,ahsouza
Chromatic Lantern,0,Incolor,3,Artifact,N/A,2.89,65,ahsouza
"Clavileño, First of the Blessed",0,BW,3,Legendary Creature,Vampire Cleric,0.58,3533,ahsouza
Command Tower,0,Incolor,0,Land,N/A,1.0,2,ahsouza
Cordial Vampire,0,B,2,Creature,Vampire,1.42,1524,ahsouza
Cover of Darkness,0,B,2,Enchantment,N/A,14.55,1860,ahsouza
Crossway Troublemakers,0,B,6,Creature,Vampire,0.15,3072,ahsouza
Cruel Celebrant,0,BW,2,Creature,Vampire,0.75,739,ahsouza
Crypt of Agadeem,0,B,0,Land,N/A,N/A,2313,ahsouza
"Drana, Liberator of Malakir",0,B,3,Legendary Creature,Vampire Ally,0.53,1199,ahsouza
Dusk Legion Sergeant,0,B,2,Creature,Vampire Soldier,0.11,6096,ahsouza
Eldrazi Monument,0,Incolor,5,Artifact,N/A,6.16,1330,ahsouza
"Elenda, the Dusk Rose",0,BW,4,Legendary Creature,Vampire Knight,4.09,1072,ahsouza
Elenda's Hierophant,0,W,3,Creature,Vampire Cleric,3.06,2111,ahsouza
Everything Comes to Dust,0,W,10,Sorcery,N/A,2.37,4545,ahsouza
Falkenrath Noble,0,B,4,Creature,Vampire Noble,0.14,1391,ahsouza
Foreboding Ruins,0,BR,0,Land,N/A,0.22,313,ahsouza
Forerunner of the Legion,0,W,3,Creature,Vampire Knight,3.07,4901,ahsouza
Graven Cairns,0,BR,0,Land,N/A,6.02,781,ahsouza
Haunted Ridge,0,BR,0,Land,N/A,4.18,321,ahsouza
Herald's Horn,0,Incolor,3,Artifact,N/A,5.06,126,ahsouza
High-Society Hunter,0,B,5,Creature,Vampire Noble,0.81,7058,ahsouza
Indulgent Aristocrat,0,B,1,Creature,Vampire Noble,0.11,2226,ahsouza
"Kalitas, Traitor of Ghet",0,B,4,Legendary Creature,Vampire Warrior,5.06,5955,ahsouza
Malakir Bloodwitch,0,B,5,Creature,Vampire Shaman,8.89,2835,ahsouza
Master of Dark Rites,0,B,1,Creature,Vampire Cleric,5.76,2814,ahsouza
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,ahsouza
Oathsworn Vampire,0,B,2,Creature,Vampire Knight,0.08,5394,ahsouza
Olivia Voldaren,0,BR,4,Legendary Creature,Vampire,3.28,5989,ahsouza
Olivia's Wrath,0,B,5,Sorcery,N/A,0.27,2390,ahsouza
Orzhov Signet,0,BW,2,Artifact,N/A,N/A,139,ahsouza
Pact of the Serpent,0,B,3,Sorcery,N/A,0.58,1746,ahsouza
Patchwork Banner,0,Incolor,3,Artifact,N/A,4.66,492,ahsouza
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,ahsouza
Patron of the Vein,0,B,6,Creature,Vampire Shaman,0.17,2695,ahsouza
Phyrexian Altar,0,Incolor,3,Artifact,N/A,41.4,283,ahsouza
Phyrexian Arena,0,B,3,Enchantment,N/A,1.72,100,ahsouza
Phyrexian Reclamation,0,B,1,Enchantment,N/A,N/A,901,ahsouza
Plains,0,W,0,Basic Land,Plains,N/A,N/A,ahsouza
Rakish Heir,0,R,3,Creature,Vampire,0.26,4966,ahsouza
Reliquary Tower,0,Incolor,0,Land,N/A,1.75,10,ahsouza
Rodolf Duskbringer,0,BW,6,Legendary Creature,Vampire Angel,3.87,5050,ahsouza
Ruthless Lawbringer,0,BW,3,Creature,Vampire Assassin,0.22,5102,ahsouza
Sanctum Seeker,0,B,4,Creature,Vampire Knight,0.25,1903,ahsouza
Savai Triome,0,BRW,0,Land,Mountain Plains Swamp,18.18,447,ahsouza
Secluded Courtyard,0,Incolor,0,Land,N/A,0.2,212,ahsouza
Shattered Landscape,0,BRW,0,Land,N/A,N/A,3338,ahsouza
Shattered Sanctum,0,BW,0,Land,N/A,N/A,407,ahsouza
Skullclamp,0,Incolor,1,Artifact,Equipment,N/A,39,ahsouza
Smoldering Marsh,0,BR,0,Land,Swamp Mountain,N/A,105,ahsouza
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,ahsouza
Spectator Seating,0,RW,0,Land,N/A,12.94,163,ahsouza
Stromkirk Captain,0,BR,3,Creature,Vampire Soldier,4.71,2581,ahsouza
Sundown Pass,0,RW,0,Land,N/A,4.97,341,ahsouza
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,ahsouza
Sword of the Animist,0,Incolor,2,Legendary Artifact,Equipment,11.72,237,ahsouza
Tainted Field,0,BW,0,Land,N/A,0.18,382,ahsouza
Talisman of Hierarchy,0,BW,2,Artifact,N/A,1.0,154,ahsouza
Teferi's Protection,0,W,3,Instant,N/A,53.3,76,ahsouza
Three Tree City,0,Incolor,0,Legendary Land,N/A,25.67,429,ahsouza
Twilight Prophet,0,B,4,Creature,Vampire Cleric,0.92,961,ahsouza
"Urborg, Tomb of Yawgmoth",0,Incolor,0,Legendary Land,N/A,51.71,64,ahsouza
Vampire Nocturnus,0,B,4,Creature,Vampire,6.12,7338,ahsouza
Vault of Champions,0,BW,0,Land,N/A,13.59,151,ahsouza
Veinwitch Coven,0,B,3,Creature,Vampire Warlock,0.59,3764,ahsouza
"Vito, Thorn of the Dusk Rose",0,B,3,Legendary Creature,Vampire Cleric,7.17,460,ahsouza
Warleader's Call,0,RW,3,Enchantment,N/A,6.71,1177,ahsouza
Welcoming Vampire,0,W,3,Creature,Vampire,N/A,500,ahsouza
"Westvale Abbey // Ormendahl, Profane Prince",0,B,0,Land // Legendary Creature,Demon,1.15,1402,ahsouza
"Yahenni, Undying Partisan",0,B,3,Legendary Creature,Aetherborn Vampire,N/A,939,ahsouza
"Ulalek, Fused Atrocity",1,BGRUW,5,Legendary Creature,Eldrazi,0.64,4965,cabritomontes
Adarkar Wastes,0,UW,0,Land,N/A,N/A,250,cabritomontes
Akroma's Memorial,0,Incolor,7,Legendary Artifact,N/A,32.39,1239,cabritomontes
All Is Dust,0,Incolor,7,Kindred Sorcery,Eldrazi,4.32,859,cabritomontes
"Azlask, the Swelling Scourge",0,BGRUW,3,Legendary Creature,Eldrazi,0.27,6340,cabritomontes
Barrage Tyrant,0,R,5,Creature,Eldrazi,0.16,16627,cabritomontes
Battlefield Forge,0,RW,0,Land,N/A,1.0,150,cabritomontes
Benthic Anomaly,0,U,7,Creature,Eldrazi Serpent,0.42,4934,cabritomontes
Boros Charm,0,RW,2,Instant,N/A,N/A,164,cabritomontes
Breaker of Armies,0,Incolor,8,Creature,Eldrazi,0.25,3932,cabritomontes
Brood Monitor,0,G,6,Creature,Eldrazi Drone,0.11,7798,cabritomontes
Brushland,0,GW,0,Land,N/A,1.96,320,cabritomontes
"Chimil, the Inner Sun",0,Incolor,6,Legendary Artifact,N/A,15.28,1137,cabritomontes
Chittering Dispatcher,0,G,3,Creature,Eldrazi Drone,0.43,4810,cabritomontes
Cloudpost,0,Incolor,0,Land,Locus,0.23,5591,cabritomontes
Command Tower,0,Incolor,0,Land,N/A,1.0,2,cabritomontes
Conduit of Ruin,0,Incolor,6,Creature,Eldrazi,5.17,1946,cabritomontes
Corrupted Crossroads,0,Incolor,0,Land,N/A,0.25,5767,cabritomontes
Decimator of the Provinces,0,G,10,Creature,Eldrazi Boar,0.29,8728,cabritomontes
Devourer of Destiny,0,Incolor,7,Creature,Eldrazi,2.16,9107,cabritomontes
Dimensional Infiltrator,0,U,2,Creature,Eldrazi,0.2,15581,cabritomontes
Dread Defiler,0,B,7,Creature,Eldrazi,0.17,18467,cabritomontes
Drowner of Hope,0,U,6,Creature,Eldrazi,0.21,6801,cabritomontes
Echoes of Eternity,0,Incolor,6,Kindred Enchantment,Eldrazi,1.5,2450,cabritomontes
Eldrazi Displacer,0,W,3,Creature,Eldrazi,0.89,2464,cabritomontes
Eldrazi Monument,0,Incolor,5,Artifact,N/A,6.16,1330,cabritomontes
Eldrazi Ravager,0,Incolor,6,Creature,Eldrazi,0.11,11091,cabritomontes
Eldrazi Temple,0,Incolor,0,Land,N/A,4.87,1547,cabritomontes
Eldritch Immunity,0,Incolor,1,Kindred Instant,Eldrazi,3.46,3268,cabritomontes
"Emrakul, the Promised End",0,Incolor,13,Legendary Creature,Eldrazi,23.05,1759,cabritomontes
Endbringer,0,Incolor,6,Creature,Eldrazi,0.28,1861,cabritomontes
Expedition Map,0,Incolor,1,Artifact,N/A,N/A,400,cabritomontes
Eye of Ugin,0,Incolor,0,Legendary Land,N/A,65.67,2594,cabritomontes
Eyeless Watcher,0,G,4,Creature,Eldrazi Drone,0.11,8545,cabritomontes
Forsaken Monument,0,Incolor,5,Legendary Artifact,N/A,3.13,826,cabritomontes
Glaring Fleshraker,0,Incolor,3,Creature,Eldrazi Drone,0.53,2048,cabritomontes
Glimmerpost,0,Incolor,0,Land,Locus,0.2,6327,cabritomontes
Grove of the Burnwillows,0,GR,0,Land,N/A,8.0,3414,cabritomontes
Hideous Taskmaster,0,R,7,Creature,Eldrazi,1.13,4764,cabritomontes
It That Heralds the End,0,Incolor,2,Creature,Eldrazi Drone,0.29,3115,cabritomontes
Karplusan Forest,0,GR,0,Land,N/A,N/A,286,cabritomontes
"Kozilek, the Broken Reality",0,Incolor,9,Legendary Creature,Eldrazi,5.64,3413,cabritomontes
"Kozilek, the Great Distortion",0,Incolor,10,Legendary Creature,Eldrazi,4.11,1260,cabritomontes
Kozilek's Command,0,Incolor,2,Kindred Instant,Eldrazi,10.28,3561,cabritomontes
Kozilek's Unsealing,0,U,3,Enchantment,N/A,0.35,3321,cabritomontes
Lithoform Engine,0,Incolor,4,Legendary Artifact,N/A,6.44,1186,cabritomontes
Llanowar Wastes,0,BG,0,Land,N/A,1.0,165,cabritomontes
Manascape Refractor,0,Incolor,3,Artifact,N/A,1.32,9714,cabritomontes
Mirari's Wake,0,GW,5,Enchantment,N/A,6.17,464,cabritomontes
Nulldrifter,0,U,7,Creature,Eldrazi Elemental,2.94,3658,cabritomontes
Oblivion Sower,0,Incolor,6,Creature,Eldrazi,0.37,1767,cabritomontes
Opal Palace,0,Incolor,0,Land,N/A,0.15,529,cabritomontes
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,cabritomontes
Planar Nexus,0,Incolor,0,Land,N/A,7.39,3809,cabritomontes
Propagator Drone,0,G,2,Creature,Eldrazi Drone,0.13,8871,cabritomontes
Scavenger Grounds,0,Incolor,0,Land,Desert,0.38,344,cabritomontes
Scorched Ruins,0,Incolor,0,Land,N/A,59.78,6645,cabritomontes
Secluded Courtyard,0,Incolor,0,Land,N/A,0.2,212,cabritomontes
Shivan Reef,0,RU,0,Land,N/A,N/A,131,cabritomontes
Shrine of the Forsaken Gods,0,Incolor,0,Land,N/A,0.09,1081,cabritomontes
Sifter of Skulls,0,B,4,Creature,Eldrazi,0.37,3144,cabritomontes
Sire of Seven Deaths,0,Incolor,7,Creature,Eldrazi,20.67,4717,cabritomontes
Sire of Stagnation,0,BU,6,Creature,Eldrazi,1.12,2534,cabritomontes
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,cabritomontes
Sowing Mycospawn,0,G,4,Creature,Eldrazi Fungus,3.75,3996,cabritomontes
Spawn-Gang Commander,0,R,5,Creature,Eldrazi Goblin,0.09,7676,cabritomontes
Spawnbed Protector,0,Incolor,7,Creature,Eldrazi,2.3,3842,cabritomontes
Strionic Resonator,0,Incolor,2,Artifact,N/A,5.01,392,cabritomontes
Study Hall,0,Incolor,0,Land,N/A,0.09,5869,cabritomontes
Talisman of Curiosity,0,GU,2,Artifact,N/A,0.28,434,cabritomontes
Talisman of Impulse,0,GR,2,Artifact,N/A,N/A,659,cabritomontes
Talisman of Resilience,0,BG,2,Artifact,N/A,0.25,513,cabritomontes
Talisman of Unity,0,GW,2,Artifact,N/A,0.32,925,cabritomontes
Talon Gates of Madara,0,Incolor,0,Land,Gate,19.57,1236,cabritomontes
Teferi's Protection,0,W,3,Instant,N/A,53.3,76,cabritomontes
The Great Henge,0,G,9,Legendary Artifact,N/A,64.72,220,cabritomontes
The Mycosynth Gardens,0,Incolor,0,Land,Sphere,2.48,723,cabritomontes
Thespian's Stage,0,Incolor,0,Land,N/A,0.6,526,cabritomontes
Thief of Existence,0,G,3,Creature,Eldrazi,0.18,11305,cabritomontes
Tomb of the Spirit Dragon,0,Incolor,0,Land,N/A,0.36,1546,cabritomontes
Trenchpost,0,Incolor,0,Land,Locus,0.51,8485,cabritomontes
Twins of Discord,0,Incolor,7,Creature,Eldrazi,0.2,6990,cabritomontes
"Ugin, the Ineffable",0,Incolor,6,Legendary Planeswalker,Ugin,1.07,779,cabritomontes
"Ugin, the Spirit Dragon",0,Incolor,8,Legendary Planeswalker,Ugin,18.29,1146,cabritomontes
Ugin's Labyrinth,0,Incolor,0,Land,N/A,30.55,4315,cabritomontes
Unclaimed Territory,0,Incolor,0,Land,N/A,0.24,192,cabritomontes
Underground River,0,BU,0,Land,N/A,2.48,183,cabritomontes
Urza's Cave,0,Incolor,0,Land,Urza's Cave,1.95,827,cabritomontes
Urza's Incubator,0,Incolor,3,Artifact,N/A,11.83,349,cabritomontes
Urza's Mine,0,Incolor,0,Land,Urza's Mine,0.56,785,cabritomontes
Urza's Power Plant,0,Incolor,0,Land,Urza's Power-Plant,0.67,786,cabritomontes
Urza's Tower,0,Incolor,0,Land,Urza's Tower,0.58,783,cabritomontes
Urza's Workshop,0,Incolor,0,Land,Urza's,16.02,2240,cabritomontes
Vile Redeemer,0,G,3,Creature,Eldrazi,0.19,8843,cabritomontes
Void Winnower,0,Incolor,9,Creature,Eldrazi,30.01,1272,cabritomontes
Wastescape Battlemage,0,GU,2,Creature,Eldrazi Wizard,0.11,6950,cabritomontes
World Breaker,0,G,7,Creature,Eldrazi,3.39,4536,cabritomontes
Writhing Chrysalis,0,GR,4,Creature,Eldrazi Drone,0.24,7178,cabritomontes
Yavimaya Coast,0,GU,0,Land,N/A,N/A,142,cabritomontes
"Zhulodok, Void Gorger",0,Incolor,6,Legendary Creature,Eldrazi,N/A,2418,cabritomontes
"Millicent, Restless Revenant",1,UW,7,Legendary Creature,Spirit Soldier,0.29,8300,casfer
Aetherize,0,U,4,Instant,N/A,0.37,417,casfer
Aetherspouts,0,U,5,Instant,N/A,0.42,2370,casfer
Angel of Flight Alabaster,0,W,5,Creature,Angel,0.12,10884,casfer
Azorius Chancery,0,UW,0,Land,N/A,0.16,361,casfer
Banner of Kinship,0,Incolor,5,Artifact,N/A,7.6,1589,casfer
Battleground Geist,0,U,5,Creature,Spirit,0.05,20002,casfer
Bident of Thassa,0,U,4,Legendary Enchantment Artifact,N/A,0.42,364,casfer
Breath of the Sleepless,0,U,4,Enchantment,N/A,0.12,11162,casfer
Bygone Bishop,0,W,3,Creature,Spirit Cleric,0.21,5230,casfer
Celestial Crusader,0,W,4,Creature,Spirit,0.09,12961,casfer
Cemetery Illuminator,0,U,3,Creature,Spirit,0.58,9208,casfer
Clarion Spirit,0,W,2,Creature,Spirit,0.22,6581,casfer
Command Tower,0,Incolor,0,Land,N/A,1.0,2,casfer
Counterspell,0,U,2,Instant,N/A,2.17,19,casfer
Custodi Soulbinders,0,W,4,Creature,Human Cleric,0.1,10325,casfer
Dazzling Theater // Prop Room,0,W,7,Enchantment,Room // Enchantment — Room,0.98,2285,casfer
Deserted Beach,0,UW,0,Land,N/A,2.31,318,casfer
Distant Melody,0,U,4,Sorcery,N/A,0.53,563,casfer
"Donal, Herald of Wings",0,U,4,Legendary Creature,Human Wizard,0.38,7111,casfer
Drogskol Captain,0,UW,3,Creature,Spirit Soldier,0.2,6119,casfer
Drogskol Cavalry,0,W,7,Creature,Spirit Knight,0.26,11283,casfer
Drogskol Reaver,0,UW,7,Creature,Spirit,0.48,4435,casfer
Drogskol Reinforcements,0,W,4,Creature,Spirit Soldier,0.28,6399,casfer
Dust Animus,0,W,2,Creature,Spirit,0.16,12242,casfer
Empyrean Eagle,0,UW,3,Creature,Bird Spirit,0.13,3261,casfer
Ethereal Investigator,0,U,4,Creature,Spirit,0.18,2914,casfer
Favorable Winds,0,U,2,Enchantment,N/A,0.76,2757,casfer
Ghostly Pilferer,0,U,2,Creature,Spirit Rogue,0.72,1472,casfer
Ghostly Prison,0,W,3,Enchantment,N/A,N/A,181,casfer
Glacial Fortress,0,UW,0,Land,N/A,N/A,138,casfer
Hallowed Spiritkeeper,0,W,3,Creature,Avatar,0.52,5845,casfer
Haunted Library,0,W,2,Enchantment,N/A,0.43,6469,casfer
Ice Out,0,U,3,Instant,N/A,0.06,6092,casfer
Island,0,U,0,Basic Land,Island,N/A,N/A,casfer
Kami of the Crescent Moon,0,U,2,Legendary Creature,Spirit,7.26,1597,casfer
Karmic Guide,0,W,5,Creature,Angel Spirit,2.12,717,casfer
"Katilda, Dawnhart Martyr // Katilda's Rising Dawn",0,W,3,Legendary Creature,Spirit Warlock // Legendary Enchantment — Aura,0.98,4043,casfer
Long River's Pull,0,U,2,Instant,N/A,0.19,2533,casfer
Mausoleum Wanderer,0,U,1,Creature,Spirit,0.19,6315,casfer
Monastery Siege,0,U,3,Enchantment,N/A,0.71,4549,casfer
Moorland Haunt,0,UW,0,Land,N/A,0.14,6387,casfer
Myojin of Blooming Dawn,0,W,8,Legendary Creature,Spirit,0.24,8189,casfer
Myriad Landscape,0,Incolor,0,Land,N/A,N/A,21,casfer
Nebelgast Herald,0,U,3,Creature,Spirit,0.04,9221,casfer
Obelisk of Urd,0,Incolor,6,Artifact,N/A,4.25,2895,casfer
"Oyobi, Who Split the Heavens",0,W,7,Legendary Creature,Spirit,0.18,9868,casfer
Patchwork Banner,0,Incolor,3,Artifact,N/A,4.66,492,casfer
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,casfer
Path to Exile,0,W,1,Instant,N/A,0.94,15,casfer
Patrician Geist,0,U,3,Creature,Spirit Knight,0.22,8508,casfer
Plains,0,W,0,Basic Land,Plains,N/A,N/A,casfer
Pongify,0,U,1,Instant,N/A,N/A,158,casfer
Port Town,0,UW,0,Land,N/A,0.13,331,casfer
Prairie Stream,0,UW,0,Land,Plains Island,N/A,103,casfer
Priest of the Blessed Graf,0,W,3,Creature,Human Cleric,0.24,9820,casfer
Propaganda,0,U,3,Enchantment,N/A,1.87,145,casfer
Rally the Ranks,0,W,2,Enchantment,N/A,0.41,3555,casfer
Rapid Hybridization,0,U,1,Instant,N/A,N/A,223,casfer
Rattlechains,0,U,2,Creature,Spirit,0.17,8131,casfer
Reconnaissance Mission,0,U,4,Enchantment,N/A,1.33,615,casfer
Secluded Courtyard,0,Incolor,0,Land,N/A,0.2,212,casfer
Shacklegeist,0,U,2,Creature,Spirit,0.11,9925,casfer
Sire of the Storm,0,U,6,Creature,Spirit,0.1,12845,casfer
Skyclave Apparition,0,W,3,Creature,Kor Spirit,0.4,1108,casfer
Skycloud Expanse,0,UW,0,Land,N/A,N/A,440,casfer
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,casfer
Spectral Arcanist,0,U,4,Creature,Spirit Wizard,0.18,9681,casfer
Spectral Sailor,0,U,1,Creature,Spirit Pirate,0.06,1592,casfer
Spectral Shepherd,0,UW,3,Creature,Spirit,0.06,12305,casfer
Spell Queller,0,UW,3,Creature,Spirit,0.19,9363,casfer
Storm of Souls,0,W,6,Sorcery,N/A,0.18,4390,casfer
Supreme Phantom,0,U,2,Creature,Spirit,0.25,7610,casfer
Swords to Plowshares,0,W,1,Instant,N/A,1.25,11,casfer
Temple of the False God,0,Incolor,0,Land,N/A,0.11,62,casfer
"Timin, Youthful Geist",0,U,5,Legendary Creature,Spirit,0.62,7370,casfer
Twilight Drover,0,W,3,Creature,Spirit,1.0,6462,casfer
Unclaimed Territory,0,Incolor,0,Land,N/A,0.24,192,casfer
Windborn Muse,0,W,4,Creature,Spirit,0.23,909,casfer
Wrangler of the Damned,0,UW,5,Creature,Human Soldier,0.07,20590,casfer
You Find the Villains' Lair,0,U,3,Instant,N/A,0.15,4215,casfer
Ellivere of the Wild Court,1,GW,4,Legendary Creature,Human Knight,0.3,4559,claudiojr
"Adeline, Resplendent Cathar",0,W,3,Legendary Creature,Human Knight,5.0,566,claudiojr
"Aragorn and Arwen, Wed",0,GW,6,Legendary Creature,Human Elf Noble,N/A,5852,claudiojr
Avacyn's Pilgrim,0,GW,1,Creature,Human Monk,0.45,402,claudiojr
Bala Ged Recovery // Bala Ged Sanctuary,0,G,3,Sorcery // Land,N/A,4.91,275,claudiojr
Bastion Protector,0,W,3,Creature,Human Soldier,0.9,1140,claudiojr
Boon of the Spirit Realm,0,W,5,Enchantment,N/A,1.93,3370,claudiojr
"Boromir, Warden of the Tower",0,W,3,Legendary Creature,Human Soldier,3.19,695,claudiojr
"Boseiju, Who Endures",0,G,0,Legendary Land,N/A,29.49,80,claudiojr
Bridgeworks Battle // Tanglespan Bridgeworks,0,G,3,Sorcery // Land,N/A,0.72,1398,claudiojr
Burgeoning,0,G,1,Enchantment,N/A,31.65,915,claudiojr
